snippet_key,hook,explanation
583,Yatra is held for what reason?,"The deity is brought out so that people who cannot visit due to old age or handicap can have Darshana of the deity. The Puri Jagannath Yatra is one of the famous Yatras of India. Almost all temples in South India have a Rath Yatra. The story of Mahabharata is 5000 years old. Yatra Mahotsava used to happen even at that time. If you visit Udupi, you can see the Rathaveethi around the SriKrishna temple. You can about some famous Yatras through a quiz at https://indiyatra.in/rath-yatra-quiz/"
584,Who warned Yudhishtira about the plans to kill Pandavas in Varanavata?,"Vidura is also the uncle of Pandavas, as well as Kauravas. He informs Yudhisthira in a coded language. Only Vidhura and Yudhisthira could understand this language. While in Varanavata, Kunti asks Yudhishtira what had Vidura told him. Bheema and Yudhishtira realise that the palace is made of wax."
585,Who was killed in the palace fire instead of Pandavas?,"With the help of diggers, the Pandavas created an undergound tunnel leading from the palace outside. One day a Huntress comes with five of their children. They wanted to stay with Pandavas. Purocana was supposed to burn the palace the same day. Bheema himself puts the palace on hire and escapes. The huntress and the children died in the palace and were mistaken for Pandavas and Kunti. Bheema carried the Pandavas and Kunti and escaped. There is a famous story about the secret passage in the Chitradurga fort which is in Karnataka. Find out more about it."
586,How does Bheema meet Hidimbaa?,"After Pandavas escape from the wax palace, all the Pandavas rest under a tree. They ask Bheema to fetch water. He rushes to get water. He does not have a container and tries to carry water in his upper garment. A Rakshasa named Hidimbaasura started smelling human flesh. He had a sister called Hidimbaa. He sent his sister to find out more details. Hidimbaa fell in love with Bheema and wanted to marry him. There is a temple for Hidimbaa in a famous tourist place. Search and find out where it is! Once you have found that out, search for another Hidimbaa temple that is there in the same state. Post a picture of the second temple and a short write-up in the reply to the quiz in the Course page. A lucky winner will be chosen from those who post. Prize is a copy of Essential Mahabharata book."
587,What is the name of the child of Bheema and Hidimbaa?,"Hidimbaa was in love with Bheema and wanted to marry him. Kunti agrees that Bheema can marry her. However, Hidimbaa mentions that Bheema has to fight his brother. Bheema defeats and kills Hidimbasura and then marries Hidimbaa. Bheema and Hidimbaa give birth to Ghatokacha. He immediately became a strong man and promised to come to the Pandavas help whenever asked. Eventually he would end up saving the life of Arjuna. You will find out in latter classes. There is an interesting very old and funny Tamil song called Kalyana Samaiyal Sadam which features Ghatotkacha. Post a youtube link of this song in the course page. One lucky winner will receive a copy of the Essential Mahabharata book. But the child has to sing two or three verses of this song on 16th April class at the end."
588,Pandavas go to Ekachakranagara on the advice of…….,Bakaasura was constantly troubling everybody in Ekachakranagara. The King of Ekachakranagara escaped from the town and was staying in a safe place. This is not a behaviour that King should have. The King should actually protect his people rather than escape. A king should never be selfish. The Pandavas take shelter in Ekachakranagara in the house of a Brahmin.
589,"According to Vyasa, who is the trunk of the tree that represents Kauravas?",_x000D_ _x000D_ Vyasa compared Pandavas and Kauravas to a huge tree. He mentions that Duryodhana is a giant tree filled with jealousy. The root of the tree is Dritharashtra who is an ignoble person. He is not giving the right advice to his children. The trunk of the tree is Karna who is supporting all these immoral activities. The fruits and flowers of the tree are Dushasana.
590,Who represents the fruits of the tree of Pandavas according to Vyasa?,_x000D_ _x000D_ The tree of the Pandavas is filled with Dharma. It is held by the trunk of Bhima and Arjuna and the root is Sri Krishna himself. The fruits of the tree are the children of Madri.
591,What was the most difficult thing that each family by turn had to send to Bakassasura?,"Bakaasura was constantly troubling the people of Ekacharanagara. He had come up with a rule that everyday one house should send a bullock-cart full of food alongwith one person from the family. Bakaasura would eat the food, the bulls and the person coming with the food. Everyday one person has to be sacrificed for the Asura. The Pandavas came to this village in disguise and stayed in the village in a Brahmana’s family. They would go around the village everyday begging for food. One day Kunti heard the host family crying. It was their turn to supply food. Each member of the family was volunteering to go. Kunti offered to send her child to Bakaasura."
592,Who does Kunti send to Bakaasura?,"Bhima goes with the bullock cart and food to the top of the hill where Bakaasura is staying. Bakssasura is craving for food, smelling human flesh and is becoming impatient. But Bheema starts eating the food in front of Bakaasura. This annoys Bakaasura even more. Bakaasura punches Bheema which actually helps Bheema digest the food. They start fighting and Bheema kills Bakaasura. He carries the dead body of Bakaasura and quietly leaves the body outside the village. This is because he did not want to reveal the identity."
593,Draupadi’s Swayamwara was held in the city of a childhood friend of Drona. Which city is this?,"The Pandavas come to the outskirts of the city called Panchalanagara. It was ruled by Yajnasena who was also called Drupada. He was a childhood friend of Vyasa when they were studying under the same Guru. Drupada had two children, Dhrishtadumna and Draupadi who was also called Panchaali. The King had arranged a Swayamwara for Panchaali. As a challenge a fish had to be shot by looking at its reflection in a bowl. There was also a rotating wheel below the fish which made the task more difficult. All the greatest princes of Hastinapura could not even lift the bow. Arjuna, in the disguise of a Brahmana, shoots the fist. Pandavas fought the other losing Kings and retuned victorious with Draupadi."
594,What is Kunti to Krishna?,"Kunti is the sister of Vasudeva who is the father of Krishna. Krishna had also come to Panchalanagara since Kunti was his aunt. He wanted to help her and Pandavas who were his cousins. Krishna and Balarama come to the hut where the Pandavas are staying. He bows down to Kunti, Yudhishtira and Bhima. Krishna hugs Arjuna. Nakula and Sahadeva do pranams to Krishna as they are younger. Krishna promises the Pandavas that he will be there to help them whenever needed."
595,Kunti mistakenly asked Pandavas to share Draupadi. When Pandavas came home she mistakenly thought they have .....,"When Pandavas returned home after winning Swayamwara, they announced that they had won the Bhiksha for the day. Mistakenly, Kunti, thinking they have brought food, carelessly said that all five Pandavas should share the Bhiksha. By then all Pandavas had fallen in love with Draupadi and Draupadi had also fallen in love with all the Pandavas. Therefore all the Pandavas ended up marring Draupadi. This also kept the already united brothers even more united."
596,Draupadi in her earlier life had prayed for a good husband and by chance was blessed five times. Who blessed her?,"In her previous life, Draupadi had done Tapasya for a husband. When Shiva had come to bless her, in excitement, she hurriedly said, I need a husband five times. Shiva had also said “so be it “ five times in response. This is probably the reason Draupadi obtained five husbands in Mahabharata."
597,How does Drupada realise that the Brahmins who came to the Swayamwara were Kshatriyas?,Dhrishtadyumna spied on the Pandavas when they were discussing arms and kingdom. He realizes that these people are Kshatriyas and tells Drupada. A happy Drupada arranges a grand wedding for Draupadi. Now they have the support of a huge kingdom of Panchala through marriage and also Krishna.
598,"The Pandavas were in disguise but after marrying Draupadi, they go back to Hastinapura and reveal their identity? Why did they do it?","After they got married to Draupadi, Pandavas had the support of a powerful kingdom of Panchala. Moreover, Krishna had also visited them and offered support. Therefore Pandavas got the confidence that they can now take on Kauravas."
618,Who was the ally of Jarasandha whom Krishna killed at the Rajasuya yagya for repeatedly abusing him?,Shishupla was one of the closest ally of Jarasandha. He was also related to Krishna. He was angry at the killing of Jarasandha and vehemently opposed Yudhistira when he anointed Krishna as the chief guest. Shishupala kept on insulting Krishna by abusing him and his family and refused to stop when asked by others. Krishna then killed him for disrupting the sacred occasion.
619,Who was sent by the Kauravas to invite Yudhistira to a game of dice?,"After being insulted at the Rajasuya yajna, Duryodhana comes back and devises a plan to hurt the Pandavas. He wants to have a gambling match or a dice game with them wherein he could snatch the Pandavas’ prosperity. Dhritrashtra agrees and sends Vidura to invite Yudhistira. Vidura wants a non-competitive match but the Kauravas don’t agree. They know that Yudhistira is addicted to gambling and will not refuse. Krishna had warned Yudhistira against such an invitation but to no avail. Yudhistira uses the excuse that it a kshatriya’s dharma not to refuse such an invitation. But this is a partial understanding. If such a move leads to destruction of one’s family & kingdom, it can’t be dharma."
620,Whom did Duryodhana choose to play on his behalf during the game of dice?,"Shakuni was the brother of the mother of Kauravas, Gandhari. They were from the royal family of Gandharas. Shakuni was an expert in gambling and he had long cuboidal dices which listened to his commands. That’s why he always won. Some regional Mahabharatas have a story of how Shakuni and his family had been imprisoned and starved by the Kurus. The game of dice that he played with Yudhistira was his way of humiliating the Kuru family. More likely, he was just an evil person. In the game with Yudhistira, he won all of the riches and property of the Pandavas. He then goaded Yudhistira to put his brothers and wife at stake and Shakuni won them. So addicted to gambling was Yudhistira that all his learning did not help in making a simple choice of not putting his family to shame."
621,Who dragged Draupadi by her hair to the sabha and then tried to disrobe her?,"Once Yudhistira had lost Draupadi at the dice game, she became a slave of the Kauravas. Duryodhana sent a courtier Pratikami to get her to the sabha from the women’s quarters but she refused to come. He then sent his loyal acolyte and younger brother, Dushashna to get her. He knew that he would execute his orders, come what may. When Draupadi refused to come to the sabha again, he dragged her by the hair and brought her. In the sabha, he shamefully tried to disrobe her, thereby getting infamy as the eternal villain."
622,"Who along with Duryodhana, Shakuni & Dushashna, was the fourth member of the ‘Dushta-chatushtaya’, four villains who tormented Draupadi in the sabha?","Karna had many good qualities. But in the episode in the sabha, he along with the others was extremely mean and disrespectful to Draupadi. He called her abusive names and even goaded Dushashna to shame her."
623,Bhishma let down Draupadi when she appealed to him in the sabha to save her. What did he tell her?,"Draupadi is a heroine who did not lose her head even under extreme stress. When she was dragged to the sabha, he first saluted the elders and then asked a subtle question to Bhishma. She asked whether Yudhistira had first lost her or himself at the dice game. Having lost himself, he may have lost the right to stake his wife. But Bhishma was unable to think clearly and said “Dharma is subtle,” to justify his inaction."
624,Who was the only Kaurava present who opposed the treatment being meted to Draupadi in the sabha?,"Vikarna was a junior Kaurava, a younger brother of Duryodhana. He was the only clear headed person in the sabha that day. He forcefully opposed what was being done to Draupadi. The Pandavas were always grateful to him for this. Vikarna chose to fight for the Kauravas in the great war as he was a loyal brother. When Bheema killed him, he recalled how he had tried to save Draupadi."
625,Why is Draupadi called ‘nathavati anathavat’?,"Draupadi had five husbands but none came to her rescue when she was being humiliated in the sabha. Nathavati – with husbands, anathavat – without protection."
626,Who was the only Pandava who protested the humiliation that Draupadi was subjected to in the sabha?,"When Draupadi was being subjected to humiliation, the Pandavas did not react as they could not intervene, having been reduced to the status of slaves by then. The irrepressible Bheema could not hold back. He threatened the Kauravas but he was checked by Arjuna who told him that they could not go against their elder brother Yudhistira. Later, Draupadi would always turn to Bheema for help before any of her other husbands. After they were freed, Bheema swore to break Duryodhana’s thigh as he had invited Draupadi to sit on his thighs. He also swore to tear off Dushashna’s arms which he had used to drag Draupadi."
627,Who saved Draupadi from being disrobed in the sabha?,"As Dushashna tugged at Draupadi’s sari, she held on to her sari with one hand and raised the other calling out to Krishna for help. In North Indian versions of the epic, it is said that Krishna responded only when she raised both her hands in total surrender to God, signifying importance of bhakti. She was then supplied with endless saris to cover her. In the original version, Vyasa says that she did not cry to Krishna and saris appeared on their own. Later interpreters suggested that it could only be the work of Krishna. Others might suggest that it was the audience sitting in the sabha that kept on throwing their clothes to her to save her from shame."
628,Who rescued the Pandavas from slavery after Yudhistira lost their freedom to the Kauravas during the dice game?,"Dushashna was unable to disrobe Draupadi even after trying shamelessly as endless saris kept on appearing to save her. Dhritrashtra got frightened at these turns of event. He freed Draupadi and granted her two wishes. With the first wish she freed Yudhistira from slavery. With the second wish, she freed her other husbands. Draupadi maintained her composure and chose not to be angry with her husbands at their mistakes that had caused her so much discomfort. Of course, later in the story she does berate her husbands for their behaviour. So impressed was Dhritrashtra with her conduct that he returned their kingdom to the Pandavas and sent them back."
629,"After Yudhistira lost the gambling rematch that he foolishly agreed to, the Pandavas underwent an exile of 12 years and ‘agyatvaas’ for a year. What did agyatvaas entail?","Duryodhana didn’t take kindly to the fact that his father had returned all that he had won from Yudhistira. Like always, he bullied his father and got him to send an invitation for a gambling rematch to Yudhistira. In an act of unexplainable foolishness, Yudhistira agreed. Shakuni once again played on Duryodhana’s behalf and easily defeated Yudhistira. This time, the Pandavas were asked to go into exile. A special feature was that they had to live disguised and incognito for a year following the 12 years of exile."
630,Kunti did not accompany her sons in their exile after the gambling match. Whom did she stay with at Hastinapura?,"During their earlier exile after the lakshagruh episode, it was Kunti who guided and accompanied the Panadavas. This time, that role was played by the wife of the Pandavas, Draupadi. Kunti found herself living among the hostile Kauravas at Hastinapur. She stayed with Vidura, who was not only the half brother of her husband but was the most inclined to dharma at Hastinapur."
599,Where does Dritharastra send Pandavas after they return from Draupadi swayamvara?,"When pandavas returned to Hastinapur after Draupadi swayamwara, Dhritarashtra was worried. He felt that Duryodhana would get jealous of his cousins and then create conflicts. To prevent this, Dhritarashtra sent Pandavas to Khandava-prastha."
600,What is the name of the city built by Pandavas?Why was it named so?,"When the Pandavas arrived at Khandava-prastha, they established a city which was very prosperous. The prosperity matched that of Indra's capital, hence Khandava-prastha was renamed as Indraprastha."
601,The capital of Indira's kingdom was called?,Lord Indira lived in Devaloka and his kingdom was very prosperous. The capital of his kingdom was called Amaravathi which was prosperous and a beautiful city.
602,Which of the following is not a use of a cow?,"The cow is the most sacred animal for sanathanis. It is also known as Kamadhenu. Every product of cow is useful, for eg. milk from which we get curds, butter and ghee, Cow dung is a good fertilizer and fuel. The bull is used for transportation and in farming."
603,What did Arjuna do as a repentance for entering Yudhisthira's chamber?,The Pandavas had reached an agreement that they would spend one year with Draupadi by turns and the others would not enter their house for that period of time. Once a Brahmin requested Arjuna's help to get back his cows. Arjuna was forced to enter Yudhisthira's house as all the weapons were kept there. By this act Arjuna had broken his promise and therefore he undertook a teertha yatra as repentance.
604,What does TeerthaYatra do to a person?,"Teertha is derived from ” taraṇāt tīrtha ityāhuḥ” which is a journey where one enhances their spirituality. Arjuna visited a number of places and took blessings. Many of those places like Kashi, Prayaga and others are teertha kshetras even today."
605,Uloopi was the princess of which place?,Uloopi was a princess from the Nagavanhsa. Arjuna married her. According to the customs of that place the princess and the son had to stay in their parents’ place even after marriage. Hence she remained in Nagaloka even after her marriage to Arjuna.
606,Who was the princess of Manipur and who was her son?,When Arjuna went on a teertha yatra he visited a number of places. He also married the princess of Manipur(Malalulupura). He had a son from her named Babruvahana.
607,Who was Subhadra and Arjuna’s son?,Arjuna visited Dwarka during his teertha yatra and married Krishna's sister Subhadra. Their son was Abhimanyu.
608,Which Yagna did Yudhistira perform and what was the aim?,Yudhistitra performed the Rajasuya Yagna which is one of the Dharma yagnas performed for the unification of the country. He invited various kings and discussed the need to unite. He convinced them of the need to remain united and thus accept him as a Dharmic King.
609,What was the name of Jarasandha’s capital city?,Jarasandha was the father in law of Kamsa and his daughters Asthi and Prapti were married to him. Jarasandha was angry that Krishna had killed Kamsa and constantly attacked Krishna.
610,"What was the disguise worn by Arjuna, Bhima and Krishna when they went to kill Jarasandha?","They dressed as Snaatakas ( young graduates) to avoid identification. Krishna wanted to avoid a full fledged war, to avoid the death of innocent citizens. Bhima challenged Jarasandha for one to one combat and killed him."
611,Choose the wrong match from the choice given below regarding the responsibilities given to people during Rajasuya Yagna.,"When Yudhisthira performed the Rajasuya Yagna, the family members were assigned with different tasks. Duryodhana was in charge of collecting the tribute from different kings and not in-charge of security."
612,Who suggested Krishna's name to receive Agra pooja?,"Shri Krishna took up the task of washing the feet of the guests and placing their footwear in a proper place. His knowledge and bravery was incomparable, his character and other attributes were supreme. Hence Bhisma felt that he was the right person for Agra Pooja."
613,Who created the Mayasabha( the palace of illusions) at Indraprastha?,"Mayasura was the architect of the asuras. He built a palace of illusions(maya sabha) at Indraprastha. This exquisite place had illusions created using multiple mirrors, false rivers etc."
614,Whom did Krishna kill during Rajasuya Yagna ?,Shishupala was Krishna's cousin. He hated Krishna and abused him a hundred times during the Rajasuya Yagna. It was then Krishna Killed him with his Sudarshana Chakra.
615,Which king attacked Dwarka when Krishna was at Indraprasta?,"When Krishna was staying at Indraprastha, Dwarka was attacked by King Salva who used aerial warfare. Hence Kishna had to leave immediately."
616,What did Krishna advise Yudhisthira?,Krishna was aware that the Kauravas were jealous of Pandavas because of their prosperity and Rajasuya Yagna. He knew they would harm the Pandavas by inviting them to a game of dice. Hence he warned Yudhisthira not to accept the invitation.
617,Who advised Duryodhana to invite the Pandavas to a game of dice?,Kauravas wanted revenge for the insult at Mayasabha. They were also jealous about the wealth and prosperity of Pandavas. Shakuni suggested inviting the Pandavas for a game of dice and he would play on Duryodhana's behalf and win all of the kingdom of Pandavas. He knew of Yudhisthira's weakness for Dice and wanted to make use of it.
631,Who advises Dhritaraashtra to return the kingdom to Pandavas?,"Dhrstaduymna comes and takes all UpaPandavas. Subhadra’s son, Abhimanyu and Subhadra are taken away by their brother. Five Pandavas and Draupadi go to the forest, Kamayaka-vana. Vidura advises Dhritaraashtra that what he has done is wrong. He tells Dhritaraashtra that Pandavas have been cheated by Shakuni and Duryodhana. He advises Dhritaraashtra to return whatever has been grabbed illegally from Pandavas. He even goes to the extent of saying if Duryodhana does not agree to rule the kingdom jointly, Dhritaraashtra should make Yudishtira the king of Hastinapura. Dhritaraashtra says you are constantly supporting Pandu’s sons even though he is dead and you are my brother. An angry Dhritaraashtra tells Vidura that he can go wherever he wants. Vidura tells Dhritaraashtra that Pandavas will eventually will come back. He says all your children will be killed and the earth will drink their blood."
632,Who is the only person from Kaurava’s side to come to the forest to console Pandavas?,"Vidura searches for Pandavas in the forest. When Yudishtira sees Vidura coming, he gets confused. He thinks Duryodhana has sent him for a third round of dice to win over the weapons. Even in that state in the forest, he feels he cannot refuse a third invitation! Vidura consoles the Pandavas and advises that the patient one survives. Yudishtira agrees to follow the advice."
633,Who goes to the forest to get Vidura back?,"After Vidura leaves to the forest, Dhritaraashtra laments to Sanjaya that he has also lost his second brother. Immediately Sanjaya rushes to the forest and meets Vidura and gets him back. The two brothers get united again. This makes Duryodhana a bit nervous as he fears that his father may listen to Vidura and invite the Pandavas back and return the kingdom."
634,Yudishtira sent Arjuna to obtain weapons. Who did he ask Arjuna to approach for weapons?,"Yudishtira tells Pandavas that it is important to learn and obtain weapons. He asks Arjuna to approach his father Indra and pray at the Gandhamadana mountain. Arjuna does intense Tapas there. He meets a Brahmna. The Brahmna asks him how did you come here as no one is supposed to reach beyond the mountains. The Brahmana reveals his form, which is Indra. He then tells Arjuna to pray to Shiva before he can get the arms."
635,Mukasura tries to attack Arjuna. In what form does he appear before Arjuna?,"Mukasura tries to attack Arjuna in the form of a wild boar. At the same time, Shiva, along with Parvati and his bhutas come in the form of hunters to bless Arjuna. They hunt the same boar. Arjuna shoots at the boar and so does Shiva. Arjuna tells the hunter that it is his place of Tapas and the hunter should not be there. Arjuna hits the hunter on his head with his sword. The sword breaks on hitting the hunter’s head. The hunter is not hurt. After the hunter overwhelms Arjuna he reveals his forms as Shiva and gives him the Pasupatastra. Although not in the original there is another story. Arjuna had actually got a Shivalinga consecrated there. He was doing Puja to the Shivalinga but the flowers he was offering were going to the hunter instead. He then realizes that the hunter is Shiva. Arjuna goes to Indraloka and returns blessed with weapons from Varuna, Yama and Indra."
636,How did the Pandavas spend their 12 years in exile?,"Different sages visit Pandavas while they are in forest. Yudishtira seeks advice from all the sages. The Pandavas also visit several tirthas and the sages they meet tell them several stories. Some of the stories narrated to them are Nala Dhamayanti, Savitri and Satyavan, Dharma Vyadha etc. These stories instruct Pandavas about how they should conduct themselves in adversity. From the story of Ramayana, they are told that Rama did not hold any grudge against the world even though he was denied of all the opportunities for no fault of his. He did not lose the stability of his mind. Therefore Pandavas should not lose wisdom (Viveka) in any circumstance."
637,Gosha Yatra means visiting the cow herd village. What does it also suggest?,"After Pandavas have left for the forest, Duryodhana starts feeling bored. Till then his mind was obsessed with how to hurt Pandavas. Karna tells Duryodhana that he knows where Pandavas are living. Let us go and visit them and show off our wealth to them. He says let us call it as the Gosha Yatra, which means cowherd village yatra. It also suggests that they will do a show-off. Duryodhana says he will ask his father for permission. Karna prevents him from telling his father. He says tell your father that we are just going for a count of the cows. With this excuse Kauravas go on the Gosha Yatra."
638,Who takes Kauravas as captive near the cowherd villages?,Kauravas go to the cow herd village and get drunk. They demand alcohol from the villagers and beat them up. They camp around a lake and watch Gandharva women who were taking a bath there. The Gandharva men beat them up. Some of the Kauravas are caught by the Gandharvas.
639,Which of the Kauravas ran away from the gandharvas?,Karna gets scared and escapes by getting into Vikarna’s chariot.
640,What does Yudishtira want to do when he learns of the Gandharvas capturing Kauravas?,"Yudishtira is nearby and wants to help the Kauravas. Arjuna and Bheema get upset and tell Yudishtira that what the Gandharvas did is what we should have done when Draupadi was being shamed._x000D_ _x000D_ यदस्माभिर्नुष्ठेयं गन्धर्वैस्तदनुष्ठितम् ॥महाभारतम्-३-२३१-१५॥_x000D_ _x000D_ Yudishtira says that he is the oldest and the society should respect us brothers as one even if we have divisions within us. He says please go and protect the Kauravas._x000D_ _x000D_ The Pandava brothers rescue Kauravas who feel humiliated that they were rescued by Pandavas. They have lost their face again. When they return, Karna mistakenly thinks that Kauravas had beaten the Gandharvas and congratulates them. This shames Kauravas even more."
641,The fragrance of a flower overwhelmed Draupadi. What is the name of the flower?,"In Kamyaka-vana Draupadi gets a nice fragrance from a nearby place. It was coming from a flower called Sougandhika. Bheema immediately says he will go and get the pushpa. He follows the fragrance. He encounters a huge, but frail monkey which was actually Anjaneya. Its tail was spread on the path. In our tradition we should not cross over another person. So Bheema tells the monkey why don’t you move the tail a bit. Anjaneya refuses to and says that I am tired and why don’t you move it on your own. Bheema thinks lightly of the monkey and tries. He is unable to do it. The tail of the monkey will not move. Bheema says I am the son of Vayu and Hanuman’s brother. Anjaneya pretends ignorance. Eventually Anjaneya reveals his true form and also shows Vishwarupa. He promises to help Bheema whenever needed."
642,"Who appears in the form of an invisible voice that ends up killing Arjuna, Bheema, Nakula and Sahadeva?","One day, Pandavas grow very tired and thirsty. Yudishtira asks Nakula to go to a lake and fetch water. He hears a voice that says, “unless you answer questions asked you cannot touch the water.” Nakula does not pay heed to the voice and drinks water. He falls dead right in front of the lake. Next Yudishtira sends Sahadeva who sees his dead brother. He hears the same voice and ignores it and dies too. Arjuna too goes and same voice warns hi. Arjuna starts shooting arrows at the direction of the voice. He also dies. Bheema also meets the same fate. Finally Yudishtira also goes. When Yudisthira hears the voice, he controls himself and starts answering the questions. The voice becomes visible and shows up as a Yaksha. All the brothers are revived from their death and the Yaksa reveals himself as Yudishtira’s father, Dharma."
643,Who is the unknown voice which asks questions to Pandavas?,Yakshas are divine beings with special powers.
644,What is mightier than the earth?,Mother fulfils all the desires and gives birth and hence she is mightier than earth.
645,What is faster than the wind?,The thoughts and the imagination of the mind is varied. It shifts from one idea to another very quickly.
646,What is taller than the sky?,Father is compared to the sky and hence you are bound between the sky and earth.
647,What is the most numerous in humans?,Human beings have many worries irrespective of their age. Hence Yudhisthira says worries are the most numerous thoughts in the human mind.
648,What is the greatest wealth?,To maintain health and prosperity and to use knowledge in the right way wisdom is essential. Hence it is the greatest wealth.
649,What is the best among all the comforts?,When we are content then you will be happy and comfortable.
650,Which of his brothers does Yudhistira choose to come back to life?,Yudhisthira considered Madri as his mother also along with Kunti. He wanted one son of Madri also to be alive hence he chose Nakula.
651,What is the second boon Yudhisthira asks?,Pandavas had to spend one year without being recognised hence he asked for the above boon.
652,Which kingdom do they go to during Agyatvasa?,"They went to the Matysa kingdom as the king Viratha who ruled there, was very Dharmic."
653,What role does Yudhisthira take up in agyatavasa?,He took up this role and taught king Virata the board games.
654,What was Bhima's role in Agyatvasa?,Bhima was fond of good food and was a good cook and hence took up cooking.
655,What was Arjuna's role in Matsya?,"Arjuna learnt music, dance and other arts from the Gandhrva Chitraratha, and at Indraloka. Therefore he took up the job of teaching dance and music."
656,Where did Pandava keep their weapons?,Before going to Agyatavasa the Pandavas kept all their weapons in a cloth and tied it giving it a shape of a dead body and kept it on a Shami tree.
657,What symbolism does weapons tied as a dead body indicate?,Their basic trait of kshatriya was lost as they could not help society for next one year. They were scared of being discovered and were helpless and hence as good as dead.
658,Who was the commander and brother of Sudhesana?,Kichaka was the brother who stayed at his sister's house and was also commander of Viratha’s kingdom.
659,Who comes to the help of Draupadi against Kichaka?,Kichaka troubled Draupadi and it was then Bhima volunteered to help her. He dressed up as a lady and attacked Kichaka and killed him.
660,What was Draupadi during Agyatvasa?,Draupadi took up the role as a hairdresser and make-up artist to queen Sudhesana. This professional is called Sairandhri.
661,What does Duryodahna do to make pandavas fight with him?,When Duryodhana got a doubt that Pandavas were living at Matsya kingdom he stole the cows of King Virata. He thought that Pandavas would come and fight with him to take back the cows.
662,Who is the prince of the Matsya kingdom?,He was the prince of Matsya kingdom and was known for his boasting tendencies.
695,Who advises Duryodhana to surrender to Pandavas after Karna and Dushasana are killed?,Kripacharya advises Duryodhana that they should surrender to Pandavas for the sake of peace. Atleast there will be peace in the kingdom now that all the Kauravas are already dead. Duryodhana refused as he still desired to be the king.
696,Why was Shayla killed?,"Shalya, even though on his way to join Pandavas, changed sides for flimsy reasons enticed by Duryodhana’s feast. He choose the side of adharma over dharma, merely for material joy. Therefore, even though he helped Pandavas by abusing Karna, he was killed by Yudishtira."
697,Why was Bhishma waiting in his deathbed?,"Bhishma had a boon that he could choose his time of death. Therefore, even though mortally wounded, he choose to wait till Uttarayana, considered an auspicious period."
698,How could Duryodhana stay alive in the Dvaipayana lake?,"Duryodhana knew Jalasthambana, which is the art of staying alive under water. Therefore he entered the Dvaipayana lake. He entered the Sarovar backwards to make it appear like the footprints are coming out of the lake. He thought people would get deceived that someone has walked out of the lake. When the elders come and tell Duryodhana that he should surrender instead of hiding, some hunters overhear the conversation. The Pandavas were searching for Duryodhana. The hunters tell the Pandavas where Duryodhana is hiding."
699,What mistake was Yudishtira making when speaking to Duryodhana?,Yudishtira calls out Duryodhana and says surrender or fight. Duryodhana says he still wants to be king and is in the lake to take rest. He asks Pandavas also take rest and then resume the fight later. Yudishtira refuses to accept this. Duryodhana says that he is alone. Yudishtira says choose the weapon and the person who you want to fight with. This was foolish of Yudhistira as he had sworn to kill himself if any of his brothers get killed. Krishna tells Yudishtira that he is gambling again at the cost of his brothers’ lives.
700,What weapon did Duryodhana choose to fight with?,Duryodhana chooses Gadha and then comes out. Then Bheema steps forward to fight before Duryodhana could choose the opponent. This was lucky as someone like Nakula would have been easily killed by Duryodhana and then Yudishtira also would have killed himself due to the vow that he had taken.
701,How did Duryodhana die?,"The fight between Bheema and Duryodhana was prolonged. This fight has many popular versions. Krishna signals to Bheema patting his thigh reminding him of the vow that Bheema had taken. Bheema had vowed to break Duryodhana’s thigh during Draupadi’s vastraharana. In the original version, Arjuna points the thigh to Bheema. You may recall that Duryodhana had mocked Draupadi during Vastraharana to come and sit on his thigh. In popular stories, Duryodhana had been protected by his mother’s boon that he cannot get hurt above the waist. There are other versions also. Gandhari was smearing Duryodhana’s body to make him invincible. In another version, Gandhari, since she had covered her eyes, had a powerful eyesight. If she removed the strap, she could make anyone invincible by looking at them. She had even burnt Yudishtira’s nails by simply looking at his feet. She was looking at Duryodhana to make him invincible. At that time Duhsala or Krishna in the disguise of Duhsala comes there. Duryodhana’s lower body was covered and therefore he was not protected. In the original version, Duryodhana jumps in the air and then Bheema hits both of the thighs."
702,What happened once Duryodhana fell down with broken thighs?,"Even when Duryodhana was alive, vultures and other animals started feasting on him. The earth is surrounded by oceans which have gems in their depth. The four oceans became the girdle of the earth. Duryodhana ruled that earth. After having enjoyed all the pleasures of the earth, he has fallen with a broken thigh. He is still alive and animals and vultures are feasting on him. Ashwathama, Kritavarma and Kripacharya go to Duryodhana and Duryodhana appoints Ashwathama as the commander of Kauravas."
703,What inspires Ashwathama to kill Drustadyumna?,"Ashwathama wants to take revenge on Dristadyumna and the panchalas. At night, Ashwathama sees a nest full of babies of the crows. An owl comes and starts pecking on the young ones. Looking at this, he gets an idea. He goes to kill the Pandavas. All the upapandavas were sleeping and so was Dristadyumna. Ashwathama goes to the camp even though Kripacharya advises against this. He asks both Kripacharya and Kritavarma to wait outside. Ashwathama massacres Drustadyumna. He sets the camp on fire and all the upapandavas get killed. Now the entire next generation of Pandavas have got killed."
704,Who among the descendants of Pandavas survives the war?,"Among the Pandavas, Abhimanyu’s wife Uttarakumari was pregnant when Adbhimanyu died. Once born, he could become the king even though all the upapandavas had died."
